Student_ID,Full_Name,CGPA,Soft_Skills_Score,Technical_Skills,Leadership_Score,Experience_Years,No_of_Internships,Projects,Live_Backlogs,No_of_Certifications,Programming_Language,Gender,Branch,Year_of_Passing,Placement_Status,Company_Name
S2633,Mike Smith,8.32455862243609,5.124912351288179,4.6826683483056915,4.967299624643973,0.9388946654359142,2,1,1,0,JavaScript,Male,ME,2022,Not Placed,None
S2634,Emma Brown,8.977249803948645,4.160974486139028,7.30490122809316,3.414460061631785,0.8276850953692435,0,7,1,3,Java,Male,CS,2023,Placed,IBM
S2635,Lisa Smith,9.635889097397264,1.8439887363131484,7.479877350544986,8.562733433379945,0.8460001241285804,3,6,0,4,C#,Female,CS,2023,Placed,IBM
S2636,Sarah Williams,6.173210409277267,5.375174366934317,5.549888453736401,5.999641123374764,0.4543416674776735,1,0,0,0,Python,Male,EEE,2022,Not Placed,None
S2637,Jane Davis,6.996579579046541,9.286656853083718,8.343051772649392,5.824141948157271,1.0216210534619115,3,0,0,3,C++,Female,IT,2021,Placed,IBM
S2638,Mike Miller,5.7620800666520875,1.3605320714562503,3.426514340028824,1.995941624111332,1.1979731394749593,1,6,3,4,Python,Female,ME,2022,Not Placed,None
S2639,Alex Miller,9.962417510791877,3.623148221444145,3.5624338609306934,4.933255171585158,0.9236846984701866,0,1,1,0,Java,Male,IT,2020,Not Placed,None
S2640,John Davis,9.635004839621477,2.867868425851331,3.268522966719273,5.615981011208364,0.8261485895582295,0,3,2,4,C#,Male,ECE,2021,Not Placed,None
S2641,Emma Wilson,7.699785651402798,3.1433198829912667,3.2330396295246926,3.0040537132553196,0.6257521370439094,1,6,3,0,JavaScript,Male,ME,2022,Not Placed,None
S2642,Emma Williams,9.210166471882106,9.175910966914378,4.533841853515839,5.5546050552336315,1.056679536828098,2,4,3,1,JavaScript,Male,CS,2022,Placed,Apple
S2643,Emma Johnson,7.60478988636021,5.212621488108611,5.0245424183472815,6.681414457620932,1.1450345745066146,4,3,3,1,C++,Male,EEE,2020,Placed,Apple
S2644,Lisa Miller,8.117928440013799,5.196694716458369,5.192997657047464,6.216676525334598,1.0896909056370823,3,0,2,3,JavaScript,Female,IT,2022,Not Placed,None
S2645,Alex Wilson,5.445622160580083,7.8451807820975406,6.97178908529589,7.536146750074403,2.0965578397088707,3,4,0,0,C++,Male,CS,2021,Placed,Amazon
S2646,Alex Jones,8.77635210248404,2.390429836044332,8.757279055140266,6.8423894002454455,2.2195376196537424,3,2,2,1,C#,Female,EEE,2023,Not Placed,None
S2647,Alex Smith,5.638567418176174,5.385388186900457,5.079890666873624,6.7213589556134785,0.971489378460442,0,4,0,3,Python,Male,CS,2023,Not Placed,None
S2648,Mike Davis,9.130338151262642,4.869866927089538,5.307106602769251,4.9709158719483835,2.1252349380351303,3,3,2,2,Java,Female,ME,2023,Placed,IBM
S2649,Mike Wilson,8.91014043835193,6.372196214919905,8.109757172305521,6.28116453857208,1.9641128506021377,4,1,1,1,C#,Female,IT,2021,Placed,Facebook
S2650,David Davis,8.543723488714882,9.996019329253947,8.923334202939547,6.909546400736973,1.0497947291582048,4,2,3,1,C#,Female,ECE,2022,Placed,Apple
S2651,Emma Wilson,5.180801902623811,7.925040046738424,5.610585777920541,4.924200464241026,1.7451438774796135,1,3,3,4,JavaScript,Male,CS,2022,Not Placed,None
S2652,Jane Johnson,6.515641779726643,4.580791327156845,2.8433610275271963,5.611710793700748,0.14842845252980236,0,2,3,2,JavaScript,Male,IT,2022,Not Placed,None
S2653,Emma Miller,6.315562849554214,8.447977470466423,9.08623117910468,4.348398467497856,2.0239627021675908,4,4,0,0,Java,Male,ME,2022,Placed,Facebook
S2654,Emma Williams,6.800682037357595,2.5363752698123214,5.951192240986682,3.4945621920990835,0.879254304612185,2,0,2,3,Python,Female,CS,2023,Not Placed,None
S2655,Jane Wilson,5.438213733819193,1.274173176780641,5.678929958485998,2.9536630074853854,0.5879716693604402,0,3,1,2,C#,Female,ME,2021,Not Placed,None
S2656,Mike Jones,9.684789115155315,2.8400353521784574,6.859243114658835,3.7803088668819274,0.9689012772014074,0,7,2,0,JavaScript,Male,ECE,2020,Not Placed,None
S2657,David Wilson,7.769011203561881,4.063704005028336,7.795909188863504,3.6121729446032504,1.6547310239615607,4,1,3,1,C#,Male,ECE,2021,Not Placed,None
S2658,David Brown,6.527621553290118,5.595226817136039,9.207921538236356,6.68633664347346,0.8758190883966923,2,7,1,3,Python,Female,EEE,2022,Placed,Microsoft
S2659,Sarah Brown,6.984907585371417,6.536162264870798,7.352035045008527,3.535680459537081,0.7516692803174871,1,7,1,3,C++,Female,EEE,2022,Placed,IBM
S2660,David Johnson,7.236012702524178,9.195451454929795,7.251296833875598,6.847829235791987,1.5123221753847644,4,6,3,2,Python,Male,EEE,2021,Placed,Apple
S2661,Sarah Wilson,8.002971666803086,5.588686085954119,7.3330543629845835,6.086658809661751,1.9389858567623206,2,4,2,4,C#,Male,ME,2021,Placed,Apple
S2662,Mike Williams,7.578397138482488,5.511480801631564,5.936837610225927,2.725420848790811,1.1979195238851765,0,3,3,0,C#,Male,EEE,2023,Not Placed,None
S2663,Alex Johnson,9.596959866072087,1.452187088406839,3.5873578973943925,3.551454165248889,1.1878231572191003,2,1,2,2,Java,Female,IT,2022,Not Placed,None
S2664,Lisa Williams,7.484817414529151,1.3142039739060143,7.627922262860329,4.994832460483696,0.2997313805120462,0,3,1,4,C#,Female,ME,2021,Not Placed,None
S2665,Emma Davis,9.960790074116563,5.960439657247349,7.274274612515074,7.649302872822599,2.216524165393984,4,4,1,4,JavaScript,Male,ME,2022,Placed,Amazon
S2666,Jane Davis,9.257124788725479,4.9436075192351,7.166465314803942,7.288150808476924,1.2357737074125603,4,3,3,4,Java,Male,EEE,2021,Placed,Facebook
S2667,Lisa Miller,6.042552571786679,8.552623554822688,8.769425850259188,7.05043556451157,1.065693325713005,3,2,1,3,C#,Male,EEE,2022,Placed,Amazon
S2668,Mike Jones,9.65297607321958,2.4461162624066066,6.907311857999934,8.213617262675488,1.2990200877602267,3,4,0,0,Python,Male,ME,2021,Placed,Amazon
S2669,Jane Brown,5.58183198942738,1.2247449590534463,6.094395471506349,5.271742631485941,2.070522293777985,3,3,1,0,C#,Male,ECE,2022,Not Placed,None
S2670,Mike Brown,9.087248542455958,5.0413489113711325,7.795158930451673,8.775536975804346,1.1976800029511654,4,6,0,2,Python,Female,ECE,2020,Placed,Facebook
S2671,Mike Brown,6.9031164673829,3.1373070107703174,4.721351495210287,5.665502249023987,0.4333512892817891,1,0,1,1,Python,Male,EEE,2023,Not Placed,None
S2672,Jane Williams,9.389871602225348,1.446529360049537,5.015742692165791,6.850150025411361,1.740962482457899,4,3,3,2,C#,Female,ECE,2020,Not Placed,None
S2673,Mike Miller,9.340283450537251,7.52138458162866,5.681685534443499,2.7681701213924574,0.9146158116405121,2,2,3,0,Python,Female,IT,2023,Not Placed,None
S2674,David Jones,9.029627000588107,2.0043369996152274,7.079983042572714,7.908684755274565,1.8530919124722398,4,1,0,3,C++,Female,IT,2023,Placed,Microsoft
S2675,Jane Smith,8.950152181535307,6.474875500069945,10.058360243181298,5.811568039052153,1.6774550270248352,4,6,3,2,Java,Female,IT,2021,Placed,Facebook
S2676,Alex Jones,6.523395695490204,3.529447751502002,7.257681883267245,5.517462985211961,0.6524386595268252,0,1,1,1,C#,Female,ME,2020,Not Placed,None
S2677,David Brown,5.404596415256261,2.561464453195198,3.557322541900058,2.660408716974578,0.16795945573048993,0,7,1,2,C++,Female,ME,2023,Not Placed,None
S2678,Jane Johnson,7.014900893825807,4.417763706273857,5.872978048622301,3.598059019690844,0.21157453537476023,0,6,3,4,Python,Female,ME,2022,Not Placed,None
S2679,Mike Miller,5.867622574932543,8.213011986006583,5.193897256769498,4.509724607506048,2.231617866170275,4,1,1,1,Python,Female,ME,2021,Placed,Microsoft
S2680,Emma Johnson,8.474755444512308,4.528842192141154,2.9309589261052844,3.246898752934176,1.5788241063576165,1,0,2,4,Java,Male,ME,2021,Not Placed,None
S2681,Sarah Miller,6.730498632688928,7.756926842899501,4.048759977291557,2.976373698022229,0.8520252993278754,2,2,2,3,C++,Male,EEE,2022,Not Placed,None
S2682,David Williams,9.878051004299575,2.129376671192356,9.750381870955607,7.191997505455971,0.6701907522871535,2,7,1,0,C++,Male,ECE,2022,Placed,Amazon
S2683,Emma Miller,8.20486038672666,7.954942776985712,7.852229005784032,2.4905548157760355,0.3301250079017659,1,4,3,2,C#,Male,EEE,2023,Not Placed,None
S2684,Lisa Brown,9.112402818171805,3.132399924159838,5.44862658260886,4.453744176024535,1.1624464206128453,1,1,0,2,Python,Male,ECE,2022,Placed,Microsoft
S2685,Lisa Miller,5.662623363709242,7.096538168999855,4.162386067985876,3.1191352932202268,1.5730298187503085,2,6,3,4,JavaScript,Female,EEE,2021,Not Placed,None
S2686,Lisa Jones,9.310072411363112,6.092033993568967,7.233393625636472,6.682541317934225,1.3092149838048082,3,2,0,4,C#,Female,IT,2022,Placed,IBM
S2687,Lisa Davis,9.613785952566971,9.362302454905187,5.941388865336561,3.5950279317644607,1.0195138012359592,0,3,3,0,C#,Female,CS,2020,Not Placed,None
S2688,David Jones,7.435309594094679,4.485902661777827,5.6179435656654135,3.2619134963177414,1.0694382233392892,0,0,1,2,C#,Female,ME,2021,Not Placed,None
S2689,David Smith,8.031264688754888,1.595486699509964,4.431527568190045,4.531494854986767,1.903013422095358,2,2,2,0,Java,Female,CS,2022,Not Placed,None
S2690,Lisa Wilson,8.824049004514977,1.1723993699612762,5.9221670772079955,4.697953508786192,0.34731045675266087,1,2,3,4,Java,Male,CS,2021,Not Placed,None
S2691,Mike Williams,5.874193136302063,8.441727048754778,7.326401320473449,4.441753706894186,1.0384375848466196,3,4,0,4,C#,Male,IT,2023,Placed,Microsoft
S2692,Mike Smith,7.512830382317212,5.722620738952889,7.823198388122564,3.2733061756198687,0.6027889813954822,2,2,2,1,JavaScript,Female,CS,2020,Not Placed,None
S2693,Mike Brown,6.993315138861566,7.977196466514544,7.463902812153873,4.117692996361946,1.3019909000041658,0,4,0,4,C++,Male,CS,2023,Placed,Microsoft
S2694,Alex Wilson,5.731869960811245,3.109830400103632,6.217146146965781,7.2278455714055285,2.1888807400503527,4,0,1,4,C++,Male,IT,2020,Not Placed,None
S2695,John Brown,6.837672111457657,4.105753709619103,5.714148719143845,3.3244016944187917,1.1119631059327586,1,0,2,0,Python,Male,ECE,2022,Not Placed,None
S2696,Sarah Miller,5.340861546927468,1.2709348499018704,8.471167847942443,5.877050427047401,1.1254951150767747,4,3,0,1,C++,Male,EEE,2021,Placed,Apple
S2697,Mike Johnson,5.129059534747435,9.65343092116701,4.594278334560229,3.32888710054689,0.9099685379805794,2,4,3,1,C++,Male,CS,2022,Not Placed,None
S2698,Mike Williams,5.675831445774114,7.010811160307321,5.018223161346603,4.575510184511335,0.4465797720877754,0,4,1,2,JavaScript,Female,ME,2023,Not Placed,None
S2699,Jane Davis,9.81557555794587,9.398845789833755,10.103056439840872,4.2030726897756585,1.5911147940231256,3,1,1,3,C++,Male,IT,2021,Placed,Apple
S2700,David Davis,7.747647679475085,3.389467666861651,5.767944697754805,3.485470922350522,1.3870658410550731,4,1,1,2,JavaScript,Male,CS,2022,Placed,Oracle
S2701,Sarah Smith,9.8291108057661,6.503172501030948,4.897536719110969,5.239213272432674,0.8594397958694322,3,3,3,2,Java,Female,ECE,2022,Placed,Amazon
S2702,Sarah Jones,7.162489391650659,7.10649971463374,3.726056878387679,3.0332217479857966,1.0961434527799492,0,0,3,2,JavaScript,Female,ECE,2021,Not Placed,None
S2703,Alex Smith,6.559080665426298,3.857947302318296,8.226880700182587,3.691859031792135,1.448620317483117,4,5,2,1,Java,Female,ME,2021,Placed,Facebook
S2704,Jane Jones,7.5307093142012205,8.632983115140672,7.42575946213396,5.752489544978054,1.4285612655349509,3,1,3,0,JavaScript,Female,CS,2023,Not Placed,None
S2705,John Williams,7.197558443164551,9.52445316610223,8.8101530928874,7.575731498283975,0.941499952473458,3,2,2,4,C#,Female,ME,2020,Placed,Microsoft
S2706,Jane Williams,5.52832342130872,8.963696059264038,7.222559347026301,4.982383418738719,2.2038224550918697,4,0,1,1,Java,Female,ECE,2020,Placed,IBM
S2707,Alex Johnson,8.204131573451031,7.6516027834543525,4.50003322487123,5.529102738391919,0.8482978153860864,0,5,2,4,Java,Female,ECE,2021,Not Placed,None
S2708,Sarah Brown,6.080190912547998,3.497182117524586,8.511589877435242,8.184947673717167,2.102378439314794,3,7,0,4,C++,Female,EEE,2020,Placed,Apple
S2709,Alex Davis,8.097939774489149,3.5345443789506854,8.032003929865404,6.760172166808409,1.243207344598,2,2,1,3,Java,Male,ECE,2023,Placed,Facebook
S2710,David Johnson,8.251005461990767,9.67024288401434,7.39836428070259,6.634977342042318,2.4121385077268194,4,6,1,2,JavaScript,Female,IT,2020,Placed,IBM
S2711,Alex Brown,5.76012426564324,1.0925604634212283,3.17270765897738,5.003546026343528,1.587802306571989,1,4,2,3,C#,Female,EEE,2021,Not Placed,None
S2712,David Johnson,5.306748135553341,7.4444497591793,3.2267282244077524,2.746245336881879,1.1146897846888508,1,0,1,2,C#,Male,ME,2023,Not Placed,None
S2713,Lisa Smith,8.9038079303422,7.356215462997359,6.261892135676915,4.7360020546910135,1.400840157224795,0,6,3,1,C++,Female,ECE,2021,Not Placed,None
S2714,John Wilson,7.299002118846601,6.604205868548177,9.191427112738916,4.693972715423681,0.9846331209418284,2,3,0,4,JavaScript,Female,IT,2023,Placed,Microsoft
S2715,Sarah Smith,5.290818977527379,9.910979614781793,7.661562318395155,3.8149724682737913,1.298463244056317,3,4,2,3,JavaScript,Female,EEE,2023,Placed,Facebook
S2716,Emma Wilson,9.974331585848836,3.806914921873527,8.83042945156763,4.862794739025539,0.3182169269590554,1,4,2,1,Python,Female,IT,2021,Placed,Oracle
S2717,Alex Williams,5.288902804981833,4.059746774139233,2.8848791646336562,2.4028328251917204,0.8838013601457796,0,2,1,1,Java,Male,EEE,2022,Not Placed,None
S2718,Jane Jones,8.475176144292766,1.710454626519,7.88394898078909,5.720710547789784,1.5828859548934,2,6,3,2,C++,Male,EEE,2021,Not Placed,None
S2719,Alex Johnson,9.918394626317067,4.9851832288936375,9.327781315990466,5.780876462459011,1.6602787853631547,2,4,1,4,C#,Female,EEE,2023,Placed,IBM
S2720,Mike Williams,6.195900521079628,3.349436736113633,4.010652453000004,4.200504353261133,0.22472442906915496,0,1,1,2,Python,Male,ME,2021,Not Placed,None
S2721,Sarah Williams,5.711246843435981,4.090480319598798,5.8381047427179915,1.7569637611631805,0.6662386084687504,0,0,2,2,JavaScript,Male,EEE,2021,Not Placed,None
S2722,Mike Brown,5.606924697112144,8.511146112300649,5.987576547371278,3.748882900295669,1.0152948181408734,3,1,1,1,Java,Male,EEE,2023,Placed,Google
S2723,Alex Brown,6.516375737837977,9.419360621747462,8.421826300407785,5.575341360658559,0.9931910232813732,0,2,0,2,C#,Male,IT,2020,Placed,IBM
S2724,Jane Williams,5.505229055053233,2.6715976480466708,8.513456688460787,7.463848922499343,0.9869195586326522,3,5,1,0,Python,Male,EEE,2023,Placed,IBM
S2725,Alex Smith,8.46080670847066,4.352580383981193,9.37127206378282,4.346760617738168,2.1062455259341126,3,7,1,4,JavaScript,Male,ME,2021,Placed,Microsoft
S2726,Sarah Williams,5.311458990650314,9.357675059038547,7.314655844108972,4.460190623515477,1.34595196849212,4,2,2,2,C#,Female,IT,2023,Placed,Facebook
S2727,David Smith,7.547110640748949,1.5562761462030037,3.9345510292364847,6.221652684395799,0.9371033994323672,2,0,1,2,C#,Female,EEE,2023,Not Placed,None
S2728,Mike Davis,9.983484269264885,1.8312447530024065,6.016891542526801,2.777110765956415,1.7763594832264995,2,4,3,3,JavaScript,Male,IT,2020,Not Placed,None
S2729,Sarah Brown,9.069851347530093,2.465118902856064,6.08686134333437,6.929784616705759,1.1877014152185856,2,6,2,4,JavaScript,Male,ME,2022,Placed,Microsoft
S2730,Jane Wilson,8.076097191155053,6.356915507141872,10.146901555451773,6.660489991594311,1.0359939187001095,4,6,1,4,C++,Male,IT,2021,Placed,Microsoft
S2731,Lisa Smith,6.5312681039330585,2.354250439053977,8.18822639936039,5.010103588996785,1.4918793768039686,3,3,0,2,C#,Female,ME,2021,Placed,Google
S2732,Alex Smith,8.119479181458193,9.712687433056601,10.268770121051233,5.437946188253119,0.8768150030701846,3,2,0,0,JavaScript,Female,ECE,2020,Placed,Oracle
S2733,Mike Brown,7.635207319558258,5.020430745326683,2.5233702076068694,3.0599237594904034,1.478017078030966,0,0,2,3,Python,Female,EEE,2023,Not Placed,None
S2734,David Wilson,7.130416919451857,5.513661643151497,8.527207157441755,4.617513297108934,1.8821673556834035,4,3,2,0,Java,Female,ME,2022,Placed,IBM
S2735,Jane Wilson,5.653551883700997,3.2199275422486586,7.188712933086767,6.022634923086979,0.3847989264164677,0,4,1,2,C++,Female,EEE,2021,Not Placed,None
S2736,Sarah Davis,9.433021076202333,5.238642271912601,8.683201994151288,6.651672269014417,1.8455765193214266,4,5,3,4,JavaScript,Female,ME,2022,Placed,Facebook
S2737,Mike Smith,7.248923244106613,6.957222693733104,4.186549872823964,5.451675287369748,0.11530065507263226,0,2,1,4,Java,Male,CS,2022,Not Placed,None
S2738,Sarah Miller,5.973112559103825,7.760594232586385,5.222774652066488,6.817507845460562,1.4498369564032256,1,5,0,0,C++,Female,CS,2023,Placed,Oracle
S2739,David Williams,6.838796754386448,7.784812744389217,2.860631919276794,3.0737836961074905,1.8879920807962456,2,0,3,1,C#,Female,CS,2023,Not Placed,None
S2740,Alex Smith,7.070648762644636,6.201020014246795,6.504899413326685,5.265908840055629,1.8116665823092393,2,5,3,2,Java,Female,ME,2023,Not Placed,None
S2741,Lisa Wilson,9.137689477834371,9.139237974944715,8.350029216500634,5.705612002267742,1.2626364034478441,3,5,3,4,C++,Male,EEE,2021,Placed,Amazon
S2742,Jane Williams,8.66807190280701,8.356670625754983,8.640365758444965,6.333021136190251,0.7386521794650527,1,0,1,1,JavaScript,Female,CS,2022,Not Placed,None
S2743,John Smith,8.846524468206699,7.813433032287628,7.447375185616775,5.1142655609725,0.5526314168244499,2,0,0,4,JavaScript,Male,EEE,2022,Placed,Apple
S2744,Mike Davis,5.055156322143236,1.5004496951241455,4.125865917238106,4.726983547914138,1.727100538051375,3,2,2,4,C++,Male,ME,2021,Not Placed,None
S2745,Mike Davis,7.0807699908988075,1.0619016599768438,6.261486730748723,6.3146899521897595,1.0523571762846924,1,5,1,1,C#,Female,EEE,2020,Not Placed,None
S2746,Jane Johnson,7.406720758176618,2.9120254947592565,7.47268686352288,4.3455820411513715,1.189019556991012,2,3,2,0,C++,Female,EEE,2023,Not Placed,None
S2747,Jane Smith,5.0959613841152835,6.9717123452210705,7.126368723744614,2.3066031124605173,1.3614464300020606,0,7,3,2,Python,Female,CS,2021,Not Placed,None
S2748,John Wilson,6.299066043725171,4.700777399942912,6.7793765853364025,4.488052348994773,1.2518183516242694,4,0,3,1,C++,Male,IT,2023,Not Placed,None
S2749,Mike Williams,8.801449115610675,4.621656333693806,6.464050140016823,4.58438696216018,0.2644994000352735,1,4,1,1,C++,Female,ECE,2022,Placed,Oracle
S2750,David Davis,5.685548528644995,8.961281994066525,9.013799404383256,7.060442553386643,0.8599746781811481,3,5,0,4,JavaScript,Male,ME,2021,Placed,Microsoft
S2751,Sarah Johnson,7.6765506572629585,9.060065633186548,6.680915659274683,6.234378592026324,0.5850571567410534,1,0,3,1,C#,Male,ME,2020,Not Placed,None
S2752,Lisa Davis,6.0760093600861875,9.182577376482271,6.830413075609191,5.261905854864788,0.7999283238951854,3,3,2,2,C++,Female,ME,2023,Placed,Microsoft
S2753,Emma Johnson,5.060603873219466,3.8249026886352455,4.068646413921872,4.218828858979656,1.0042655659647033,1,6,2,0,Java,Female,ECE,2022,Not Placed,None
S2754,David Davis,6.206007287997707,7.219502314653356,5.286265965514826,5.9597006550174445,1.221135682850367,3,2,1,0,JavaScript,Female,IT,2022,Placed,Microsoft
S2755,Mike Davis,9.879368774550269,3.444698631469327,4.7295260847924325,3.6087489125405403,0.770724512102199,2,5,2,0,JavaScript,Male,EEE,2020,Placed,Microsoft
S2756,John Brown,9.007685559414949,2.715488497670048,8.04355468416125,4.335455166878486,1.1251261124229932,0,6,0,2,C++,Female,ME,2020,Placed,Apple
S2757,Mike Brown,9.797883221605167,2.661692116126323,3.554024498823664,6.231711376637236,0.8066769893487951,2,0,3,4,Java,Male,EEE,2023,Not Placed,None
S2758,Emma Jones,7.439270219631812,4.078968587772346,2.981326386394264,4.379773283738531,1.0314076514906898,0,0,2,2,C++,Female,CS,2022,Not Placed,None
S2759,Sarah Johnson,5.548680993387517,4.869618578018395,4.948544661504687,2.503061428957946,1.0238973587714584,2,4,2,1,Java,Male,CS,2020,Not Placed,None
S2760,Lisa Davis,7.739797444868465,8.478542539495615,6.634854032934754,3.6790300404651495,1.2677416409938318,2,4,3,3,JavaScript,Female,CS,2021,Not Placed,None
S2761,Sarah Wilson,7.271886672799805,2.079019841254409,5.525918792657805,5.594712100146823,1.6508005597769797,1,5,1,3,Java,Female,ME,2020,Not Placed,None
S2762,Lisa Davis,9.221785413698079,7.614332626554048,9.714578117300306,7.8013871322791335,1.0560274522237192,4,6,2,3,C++,Male,ECE,2021,Placed,Amazon
S2763,Lisa Miller,5.490412903921223,5.7830942277037485,5.512974285068268,7.25599327583888,1.5003967612161928,3,7,1,0,Python,Male,ME,2022,Placed,Google
S2764,John Brown,7.441205685108891,3.5915080840839324,5.886567184996995,4.832821121973588,2.0316344404914273,3,6,1,2,Python,Female,CS,2023,Placed,Amazon
S2765,Alex Miller,5.750243323469921,5.4353762607954215,5.6830875888386885,6.5250260725858995,1.6319613725555229,3,0,2,2,Java,Male,CS,2022,Not Placed,None
S2766,Jane Johnson,6.6233796344503,3.6994786279932037,6.240877400480283,5.628595930581484,0.41530577544773495,0,7,0,0,C++,Male,ME,2022,Placed,Apple
S2767,Mike Johnson,8.686785386938999,6.364737597144754,7.39406232744121,7.111239472658075,1.3465217027175516,3,5,1,1,C#,Male,ECE,2022,Placed,Facebook
S2768,Mike Johnson,7.380090646843833,4.904595305697198,4.175259321080661,5.293845485891967,1.7703984430928619,3,0,2,3,Python,Male,ECE,2022,Not Placed,None
S2769,Sarah Smith,6.879441425728847,2.4796497617099087,7.516272898517587,2.91829062863053,1.5862178414707047,1,4,1,3,JavaScript,Female,EEE,2023,Not Placed,None
S2770,David Miller,6.972381392850177,2.0492476710012704,5.825329161373547,6.216606919613721,0.5615995606199173,2,3,3,0,C++,Male,IT,2020,Not Placed,None
S2771,Jane Miller,7.297233842029933,5.920261138649171,5.7446517701690425,3.9887963998240745,0.8573082328355646,3,1,0,3,C++,Female,CS,2023,Placed,Google
S2772,Jane Wilson,8.925082719185284,9.12171729957493,8.344108697716349,6.366594983787336,1.4875772854143814,4,7,0,4,Python,Female,ECE,2023,Placed,Google
S2773,Lisa Wilson,9.460423444701172,4.09561917901917,8.35894118003031,6.331334698246984,1.0991695266562185,3,1,3,2,C#,Female,CS,2023,Not Placed,None
S2774,Alex Miller,9.77667343251964,7.597000965003609,6.082813078962197,4.857146702995221,0.397396329333609,0,0,3,3,JavaScript,Male,IT,2023,Not Placed,None
S2775,John Miller,8.934516931276475,6.927952194457903,6.374348940940094,6.769044132330017,0.3319049979388214,0,6,1,3,C#,Female,CS,2020,Placed,Facebook
S2776,Sarah Smith,6.577034478740064,9.38399422878533,5.943912436993402,4.249639568678433,0.2937375732827366,0,4,3,4,JavaScript,Female,ECE,2022,Not Placed,None
S2777,David Smith,8.440673530432711,8.388829155692267,9.789056813282176,5.87494691797577,0.9459359503039377,3,2,0,1,Python,Female,EEE,2020,Placed,IBM
S2778,David Johnson,7.18801562027696,6.099447330149167,5.970922219315092,5.873987440818523,1.6509311976928571,1,2,3,1,C++,Female,ME,2020,Not Placed,None
S2779,Emma Wilson,6.273353110230255,6.9132744841069655,6.690292636057933,3.18803840420356,1.2162841958592296,4,1,2,4,JavaScript,Female,ME,2022,Placed,Microsoft
S2780,Jane Brown,9.204357897129613,9.085478199256315,7.62870158571136,7.5989792254321715,1.0566056621483042,3,3,2,1,C++,Male,ECE,2020,Placed,Apple
S2781,Lisa Miller,5.192131744811625,4.595669061282413,2.892365285040932,3.002891849489317,0.6193985859711786,1,1,1,0,Java,Female,ECE,2023,Not Placed,None
S2782,Alex Smith,9.508809960677118,3.941152352719996,8.400103156175927,6.65093606116639,1.6495223096956309,1,0,0,4,Java,Male,IT,2023,Not Placed,None
S2783,Mike Davis,7.30738732312367,1.0972997527167672,6.453468660864825,3.150499265447598,1.8835712004016272,3,3,2,2,Python,Female,CS,2022,Not Placed,None
S2784,Lisa Brown,8.186007384041403,8.438959667723179,5.454641083344562,5.636265565350998,1.9345491454732722,3,2,3,2,Python,Female,IT,2022,Placed,Facebook
S2785,Lisa Jones,8.296769611028914,8.208826303630284,9.089422822537994,7.2784902825150795,0.40713738930774707,1,6,2,2,Python,Male,ME,2022,Placed,Amazon
S2786,David Smith,9.475588703532683,1.9400906629013623,7.882065824977996,4.671473577927296,1.5044648125235076,1,4,2,3,Java,Male,CS,2023,Not Placed,None
S2787,Jane Smith,8.183348410836036,6.191716430194302,9.488505074120173,6.695285241160732,0.862289622726127,1,7,1,4,JavaScript,Female,IT,2022,Placed,Amazon
S2788,Lisa Williams,8.06966792380031,5.1758352835019865,8.391289782898209,6.594794310833015,1.144234539318583,3,4,3,4,C#,Female,ME,2020,Placed,IBM
S2789,John Brown,5.33326020280345,2.0683818595820034,5.723403516835083,4.272582546503501,1.1136251252804659,1,0,3,1,Python,Female,CS,2020,Not Placed,None
S2790,Mike Johnson,7.59204010972602,9.825114043546511,3.6157404907029784,5.92314171852835,1.233274358725101,0,1,3,4,C#,Female,EEE,2021,Not Placed,None
S2791,Jane Johnson,5.750845004085209,2.932262987170199,7.406593928368723,4.458548284197285,1.9179782266123642,3,0,1,4,C#,Female,EEE,2021,Not Placed,None
S2792,Sarah Miller,8.687168843607427,1.6051076208150503,6.69505645793215,2.8362076439627066,1.3349962238716981,0,7,3,1,Java,Male,IT,2022,Not Placed,None
S2793,Alex Davis,7.561109604063372,6.353626415517186,4.665089194807457,2.6688107731075066,1.892198279023166,2,4,3,4,JavaScript,Female,ECE,2021,Not Placed,None
S2794,Lisa Davis,8.401138896041767,7.649800094197294,6.36299667565379,4.996586729087104,1.1071831071416243,3,7,2,4,Java,Female,CS,2023,Placed,Facebook
S2795,Sarah Wilson,5.208364503011921,1.2919910144246827,7.02962834033506,2.470786285452253,1.1357868412539074,2,2,2,0,Python,Male,IT,2023,Not Placed,None
S2796,John Jones,5.423960080229016,6.9284587485432,3.954129938378296,4.33703149678988,0.271942808807605,1,4,3,1,Java,Male,ECE,2020,Not Placed,None
S2797,Lisa Miller,8.581616940313411,5.79062688356309,9.143332535471824,4.284953691431979,1.56898248889759,1,3,0,0,Java,Female,ECE,2020,Placed,Apple
S2798,John Wilson,5.360421679993367,1.9293850798754357,5.352803276617018,3.6965961081654832,1.2318582272121512,4,6,0,3,Java,Male,CS,2021,Placed,IBM
S2799,Jane Wilson,5.356283638826293,2.5527148925172587,3.0171440069818165,2.1760369639675092,1.5422122185140414,1,7,3,1,Python,Male,CS,2021,Not Placed,None
S2800,Alex Wilson,5.060542376174437,6.111768675844725,7.239951593859649,7.144269433095623,0.9940809829798946,2,6,0,4,Python,Male,ECE,2023,Placed,IBM
S2801,Sarah Smith,9.7825069914974,3.6672185216195956,6.120004102620489,6.002642207064051,0.8022003849717073,1,5,1,4,Java,Female,ME,2020,Placed,IBM
